Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52.0,Travel_Rarely,994.0,Research & Development,7.0,4,Life Sciences,2.0,Male,87.0,3.0,3.0,Healthcare Representative,2.0,Single,10445.0,15322.0,7.0,Y,No,19.0,3.0,4.0,80.0,0,18.0,4.0,3.0,8.0,6.0,4.0,0.0,No
38.0,Travel_Rarely,770.0,Sales,10.0,4,Marketing,3.0,Male,73.0,2.0,3.0,Sales Executive,3.0,Divorced,8740.0,5569.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,2,9.0,2.0,3.0,8.0,7.0,2.0,7.0,No
29.0,Travel_Rarely,1107.0,Research & Development,28.0,4,Life Sciences,3.0,Female,93.0,3.0,1.0,Research Scientist,4.0,Divorced,2514.0,26968.0,4.0,Y,No,22.0,4.0,1.0,80.0,1,11.0,1.0,3.0,7.0,5.0,1.0,7.0,No
28.0,Travel_Rarely,950.0,Research & Development,3.0,3,Medical,4.0,Female,93.0,3.0,3.0,Manufacturing Director,2.0,Divorced,7655.0,8039.0,0.0,Y,No,17.0,3.0,2.0,80.0,3,10.0,3.0,2.0,9.0,7.0,1.0,7.0,No
46.0,Travel_Rarely,406.0,Sales,3.0,1,Marketing,1.0,Male,52.0,3.0,4.0,Manager,3.0,Married,17465.0,15596.0,3.0,Y,No,12.0,3.0,4.0,80.0,1,23.0,3.0,3.0,12.0,9.0,4.0,9.0,No
38.0,Travel_Rarely,130.0,Sales,2.0,2,Marketing,4.0,Male,32.0,3.0,3.0,Sales Executive,2.0,Single,7351.0,20619.0,7.0,Y,No,16.0,3.0,3.0,80.0,0,10.0,2.0,3.0,1.0,0.0,0.0,0.0,No
43.0,Travel_Frequently,1082.0,Research & Development,27.0,3,Life Sciences,3.0,Female,83.0,3.0,3.0,Manufacturing Director,1.0,Married,10820.0,11535.0,8.0,Y,No,11.0,3.0,3.0,80.0,1,18.0,1.0,3.0,8.0,7.0,0.0,1.0,No
39.0,Travel_Frequently,203.0,Research & Development,2.0,3,Life Sciences,1.0,Male,84.0,3.0,4.0,Healthcare Representative,4.0,Divorced,12169.0,13547.0,7.0,Y,No,11.0,3.0,4.0,80.0,3,21.0,4.0,3.0,18.0,7.0,11.0,5.0,Yes
40.0,Travel_Rarely,1308.0,Research & Development,14.0,3,Medical,3.0,Male,44.0,2.0,5.0,Research Director,3.0,Single,19626.0,17544.0,1.0,Y,No,14.0,3.0,1.0,80.0,0,21.0,2.0,4.0,20.0,7.0,4.0,9.0,No
21.0,Travel_Rarely,984.0,Research & Development,1.0,1,Technical Degree,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,No
39.0,Non-Travel,439.0,Research & Development,9.0,3,Life Sciences,3.0,Male,70.0,3.0,2.0,Laboratory Technician,2.0,Single,6782.0,8770.0,9.0,Y,No,15.0,3.0,3.0,80.0,0,9.0,2.0,2.0,5.0,4.0,0.0,3.0,No
36.0,Non-Travel,217.0,Research & Development,18.0,4,Life Sciences,1.0,Male,78.0,3.0,2.0,Manufacturing Director,4.0,Single,7779.0,23238.0,2.0,Y,No,20.0,4.0,1.0,80.0,0,18.0,0.0,3.0,11.0,9.0,0.0,9.0,No
31.0,Travel_Frequently,793.0,Sales,20.0,3,Life Sciences,3.0,Male,67.0,4.0,1.0,Sales Representative,4.0,Married,2791.0,21981.0,0.0,Y,No,12.0,3.0,1.0,80.0,1,3.0,4.0,3.0,2.0,2.0,2.0,2.0,No
28.0,Travel_Rarely,1451.0,Research & Development,2.0,1,Life Sciences,1.0,Male,67.0,2.0,1.0,Research Scientist,2.0,Married,3201.0,19911.0,0.0,Y,No,17.0,3.0,1.0,80.0,0,6.0,2.0,1.0,5.0,3.0,0.0,4.0,No
35.0,Travel_Frequently,1182.0,Sales,11.0,2,Marketing,4.0,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,4968.0,18500.0,1.0,Y,No,11.0,3.0,4.0,80.0,1,5.0,3.0,3.0,5.0,2.0,0.0,2.0,No
49.0,Travel_Rarely,174.0,Sales,8.0,4,Technical Degree,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1,22.0,3.0,3.0,9.0,8.0,2.0,3.0,No
34.0,Travel_Frequently,1003.0,Research & Development,2.0,2,Life Sciences,4.0,Male,95.0,3.0,2.0,Manufacturing Director,3.0,Single,4033.0,15834.0,2.0,Y,No,11.0,3.0,4.0,80.0,0,5.0,3.0,2.0,3.0,2.0,0.0,2.0,No
29.0,Travel_Frequently,490.0,Research & Development,10.0,3,Life Sciences,4.0,Female,61.0,3.0,1.0,Research Scientist,2.0,Divorced,3291.0,17940.0,0.0,Y,No,14.0,3.0,4.0,80.0,2,8.0,2.0,2.0,7.0,5.0,1.0,1.0,No
42.0,Travel_Rarely,188.0,Research & Development,29.0,3,Medical,2.0,Male,56.0,1.0,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0,Y,No,19.0,3.0,1.0,80.0,0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,No
29.0,Travel_Rarely,718.0,Research & Development,8.0,1,Medical,2.0,Male,79.0,2.0,2.0,Manufacturing Director,4.0,Married,5056.0,17689.0,1.0,Y,Yes,15.0,3.0,3.0,80.0,1,10.0,2.0,2.0,10.0,7.0,1.0,2.0,No
38.0,Travel_Rarely,433.0,Human Resources,1.0,3,Human Resources,3.0,Male,37.0,4.0,1.0,Human Resources,3.0,Married,2844.0,6004.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,7.0,2.0,4.0,7.0,6.0,5.0,0.0,No
28.0,Travel_Frequently,773.0,Research & Development,6.0,3,Life Sciences,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1,3.0,2.0,3.0,3.0,1.0,0.0,2.0,No
18.0,Non-Travel,247.0,Research & Development,8.0,1,Medical,3.0,Male,80.0,3.0,1.0,Laboratory Technician,3.0,Single,1904.0,13556.0,1.0,Y,No,12.0,3.0,4.0,80.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Yes
33.0,Travel_Rarely,603.0,Sales,9.0,4,Marketing,1.0,Female,77.0,3.0,2.0,Sales Executive,1.0,Single,8224.0,18385.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,0,6.0,3.0,3.0,5.0,2.0,0.0,3.0,Yes
41.0,Travel_Rarely,167.0,Research & Development,12.0,4,Life Sciences,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,9051.0,3.0,Y,Yes,11.0,3.0,1.0,80.0,1,6.0,4.0,3.0,1.0,0.0,0.0,0.0,No
31.0,Travel_Frequently,874.0,Research & Development,15.0,3,Medical,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,6233.0,1.0,Y,No,12.0,3.0,3.0,80.0,1,2.0,5.0,2.0,2.0,2.0,2.0,2.0,Yes
37.0,Travel_Rarely,367.0,Research & Development,25.0,2,Medical,3.0,Female,52.0,2.0,2.0,Healthcare Representative,4.0,Divorced,5731.0,17171.0,7.0,Y,No,13.0,3.0,3.0,80.0,2,9.0,2.0,3.0,6.0,2.0,1.0,3.0,No
27.0,Travel_Rarely,199.0,Research & Development,6.0,3,Life Sciences,4.0,Male,55.0,2.0,1.0,Research Scientist,3.0,Married,2539.0,7950.0,1.0,Y,No,13.0,3.0,3.0,80.0,1,4.0,0.0,3.0,4.0,2.0,2.0,2.0,No
34.0,Travel_Rarely,1400.0,Sales,9.0,1,Life Sciences,2.0,Female,70.0,3.0,2.0,Sales Executive,3.0,Married,5714.0,5829.0,1.0,Y,No,20.0,4.0,1.0,80.0,0,6.0,3.0,2.0,6.0,5.0,1.0,3.0,No
35.0,Travel_Rarely,528.0,Human Resources,8.0,4,Technical Degree,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0,6.0,2.0,1.0,5.0,4.0,1.0,4.0,No
29.0,Travel_Rarely,408.0,Sales,23.0,1,Life Sciences,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes
40.0,Travel_Frequently,593.0,Research & Development,9.0,4,Medical,2.0,Female,88.0,3.0,3.0,Research Director,3.0,Single,13499.0,13782.0,9.0,Y,No,17.0,3.0,3.0,80.0,0,20.0,3.0,2.0,18.0,7.0,2.0,13.0,No
42.0,Travel_Frequently,481.0,Sales,12.0,3,Life Sciences,3.0,Male,44.0,3.0,4.0,Sales Executive,1.0,Single,13758.0,2447.0,0.0,Y,Yes,12.0,3.0,2.0,80.0,0,22.0,2.0,2.0,21.0,9.0,13.0,14.0,Yes
42.0,Travel_Rarely,647.0,Sales,4.0,4,Marketing,2.0,Male,45.0,3.0,2.0,Sales Executive,1.0,Single,5155.0,2253.0,7.0,Y,No,13.0,3.0,4.0,80.0,0,9.0,3.0,4.0,6.0,4.0,1.0,5.0,No
35.0,Travel_Rarely,982.0,Research & Development,1.0,4,Medical,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,16340.0,6.0,Y,No,12.0,3.0,2.0,80.0,1,10.0,2.0,3.0,8.0,0.0,1.0,7.0,No
24.0,Travel_Rarely,477.0,Research & Development,24.0,3,Medical,4.0,Male,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,6409.0,8.0,Y,No,22.0,4.0,4.0,80.0,0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,No
28.0,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes
26.0,Travel_Rarely,1384.0,Research & Development,3.0,4,Medical,1.0,Male,82.0,4.0,1.0,Laboratory Technician,4.0,Married,4420.0,13421.0,1.0,Y,No,22.0,4.0,2.0,80.0,1,8.0,2.0,3.0,8.0,7.0,0.0,7.0,No
30.0,Travel_Rarely,852.0,Sales,10.0,3,Marketing,3.0,Male,72.0,2.0,2.0,Sales Executive,3.0,Married,6578.0,2706.0,1.0,Y,No,18.0,3.0,1.0,80.0,1,10.0,3.0,3.0,10.0,3.0,1.0,4.0,No
40.0,Travel_Frequently,902.0,Research & Development,26.0,2,Medical,3.0,Female,92.0,2.0,2.0,Research Scientist,4.0,Married,4422.0,21203.0,3.0,Y,Yes,13.0,3.0,4.0,80.0,1,16.0,3.0,1.0,1.0,1.0,0.0,0.0,No
35.0,Travel_Rarely,819.0,Research & Development,2.0,3,Life Sciences,3.0,Male,44.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10274.0,19588.0,2.0,Y,No,18.0,3.0,2.0,80.0,1,15.0,2.0,4.0,7.0,7.0,6.0,4.0,No
34.0,Travel_Frequently,669.0,Research & Development,1.0,3,Medical,4.0,Male,97.0,2.0,2.0,Healthcare Representative,1.0,Single,5343.0,25755.0,0.0,Y,No,20.0,4.0,3.0,80.0,0,14.0,3.0,3.0,13.0,9.0,4.0,9.0,No
35.0,Travel_Frequently,636.0,Research & Development,4.0,4,Other,4.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,26537.0,1.0,Y,No,13.0,3.0,2.0,80.0,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,No
43.0,Travel_Rarely,1372.0,Sales,9.0,3,Marketing,1.0,Female,85.0,1.0,2.0,Sales Executive,3.0,Single,5346.0,9489.0,8.0,Y,No,13.0,3.0,2.0,80.0,0,7.0,2.0,2.0,4.0,3.0,1.0,3.0,Yes
32.0,Non-Travel,862.0,Sales,2.0,1,Life Sciences,3.0,Female,76.0,3.0,1.0,Sales Representative,1.0,Divorced,2827.0,14947.0,1.0,Y,No,12.0,3.0,3.0,80.0,3,1.0,3.0,3.0,1.0,0.0,0.0,0.0,No
56.0,Travel_Rarely,718.0,Research & Development,4.0,4,Technical Degree,4.0,Female,92.0,3.0,5.0,Manager,1.0,Divorced,19943.0,18575.0,4.0,Y,No,13.0,3.0,4.0,80.0,1,28.0,2.0,3.0,5.0,2.0,4.0,2.0,No
29.0,Travel_Rarely,1401.0,Research & Development,6.0,1,Medical,2.0,Female,54.0,3.0,1.0,Laboratory Technician,4.0,Married,3131.0,26342.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,10.0,5.0,3.0,10.0,8.0,0.0,8.0,No
19.0,Travel_Rarely,645.0,Research & Development,9.0,2,Life Sciences,3.0,Male,54.0,3.0,1.0,Research Scientist,1.0,Single,2552.0,7172.0,1.0,Y,No,25.0,4.0,3.0,80.0,0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,No
45.0,Travel_Rarely,1457.0,Research & Development,7.0,3,Medical,1.0,Female,83.0,3.0,1.0,Research Scientist,3.0,Married,4477.0,20100.0,4.0,Y,Yes,19.0,3.0,3.0,80.0,1,7.0,2.0,2.0,3.0,2.0,0.0,2.0,No
37.0,Travel_Rarely,977.0,Research & Development,1.0,3,Life Sciences,4.0,Female,56.0,2.0,2.0,Manufacturing Director,4.0,Married,6474.0,9961.0,1.0,Y,No,13.0,3.0,2.0,80.0,1,14.0,2.0,2.0,14.0,8.0,3.0,11.0,No
20.0,Travel_Rarely,805.0,Research & Development,3.0,3,Life Sciences,1.0,Male,87.0,2.0,1.0,Laboratory Technician,3.0,Single,3033.0,12828.0,1.0,Y,No,12.0,3.0,1.0,80.0,0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,No
44.0,Travel_Rarely,1097.0,Research & Development,10.0,4,Life Sciences,3.0,Male,96.0,3.0,1.0,Research Scientist,3.0,Single,2936.0,10826.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0,6.0,4.0,3.0,6.0,4.0,0.0,2.0,Yes
53.0,Travel_Rarely,1223.0,Research & Development,7.0,2,Medical,4.0,Female,50.0,3.0,5.0,Manager,3.0,Divorced,18606.0,18640.0,3.0,Y,No,18.0,3.0,2.0,80.0,1,26.0,6.0,3.0,7.0,7.0,4.0,7.0,No
29.0,Travel_Rarely,942.0,Research & Development,15.0,1,Life Sciences,2.0,Female,69.0,1.0,1.0,Research Scientist,4.0,Married,2168.0,26933.0,0.0,Y,Yes,18.0,3.0,1.0,80.0,1,6.0,2.0,2.0,5.0,4.0,1.0,3.0,No
22.0,Travel_Frequently,1256.0,Research & Development,3.0,4,Life Sciences,3.0,Male,48.0,2.0,1.0,Research Scientist,4.0,Married,2853.0,4223.0,0.0,Y,Yes,11.0,3.0,2.0,80.0,1,1.0,5.0,3.0,0.0,0.0,0.0,0.0,Yes
46.0,Travel_Rarely,1402.0,Sales,2.0,3,Marketing,3.0,Female,69.0,3.0,4.0,Manager,1.0,Married,17048.0,24097.0,8.0,Y,No,23.0,4.0,1.0,80.0,0,28.0,2.0,3.0,26.0,15.0,15.0,9.0,No
44.0,Non-Travel,111.0,Research & Development,17.0,3,Life Sciences,4.0,Male,74.0,1.0,1.0,Research Scientist,3.0,Single,2290.0,4279.0,2.0,Y,No,13.0,3.0,4.0,80.0,0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,No
33.0,Travel_Rarely,147.0,Human Resources,2.0,3,Human Resources,2.0,Male,99.0,3.0,1.0,Human Resources,3.0,Married,3600.0,8429.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,5.0,2.0,3.0,5.0,4.0,1.0,4.0,No
41.0,Non-Travel,906.0,Research & Development,5.0,2,Life Sciences,1.0,Male,95.0,2.0,1.0,Research Scientist,1.0,Divorced,2107.0,20293.0,6.0,Y,No,17.0,3.0,1.0,80.0,1,5.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes
30.0,Travel_Rarely,1329.0,Sales,29.0,4,Life Sciences,3.0,Male,61.0,3.0,2.0,Sales Executive,1.0,Divorced,4115.0,13192.0,8.0,Y,No,19.0,3.0,3.0,80.0,3,8.0,3.0,3.0,4.0,3.0,0.0,3.0,No
40.0,Travel_Frequently,1184.0,Sales,2.0,4,Medical,2.0,Male,62.0,3.0,2.0,Sales Executive,2.0,Married,4327.0,25440.0,5.0,Y,No,12.0,3.0,4.0,80.0,3,5.0,2.0,3.0,0.0,0.0,0.0,0.0,No
50.0,Travel_Frequently,1421.0,Research & Development,2.0,3,Medical,4.0,Female,30.0,3.0,4.0,Manager,1.0,Married,17856.0,9490.0,2.0,Y,No,22.0,4.0,3.0,80.0,1,32.0,3.0,3.0,2.0,2.0,2.0,2.0,No
28.0,Travel_Rarely,1179.0,Research & Development,19.0,4,Medical,4.0,Male,78.0,2.0,1.0,Laboratory Technician,1.0,Married,3196.0,12449.0,1.0,Y,No,12.0,3.0,3.0,80.0,3,6.0,2.0,3.0,6.0,5.0,3.0,3.0,No
46.0,Travel_Rarely,1450.0,Research & Development,15.0,2,Life Sciences,4.0,Male,52.0,3.0,5.0,Research Director,2.0,Married,19081.0,10849.0,5.0,Y,No,11.0,3.0,1.0,80.0,1,25.0,2.0,3.0,4.0,2.0,0.0,3.0,No
35.0,Travel_Rarely,1361.0,Sales,17.0,4,Life Sciences,3.0,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3,15.0,2.0,3.0,7.0,7.0,1.0,7.0,No
24.0,Travel_Rarely,984.0,Research & Development,17.0,2,Life Sciences,4.0,Female,97.0,3.0,1.0,Laboratory Technician,2.0,Married,2210.0,3372.0,1.0,Y,No,13.0,3.0,1.0,80.0,1,1.0,3.0,1.0,1.0,0.0,0.0,0.0,Yes
33.0,Travel_Frequently,1146.0,Sales,25.0,3,Medical,2.0,Female,82.0,3.0,2.0,Sales Executive,3.0,Married,4539.0,4905.0,1.0,Y,No,12.0,3.0,1.0,80.0,1,10.0,3.0,2.0,10.0,7.0,0.0,1.0,No
36.0,Travel_Rarely,917.0,Research & Development,6.0,4,Life Sciences,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0,Y,No,14.0,3.0,3.0,80.0,1,7.0,4.0,3.0,7.0,7.0,1.0,7.0,No
30.0,Travel_Rarely,853.0,Research & Development,7.0,4,Life Sciences,3.0,Male,49.0,3.0,2.0,Laboratory Technician,3.0,Divorced,3491.0,11309.0,1.0,Y,No,13.0,3.0,1.0,80.0,3,10.0,4.0,2.0,10.0,7.0,8.0,9.0,No
44.0,Travel_Rarely,200.0,Research & Development,29.0,4,Other,4.0,Male,32.0,3.0,2.0,Research Scientist,4.0,Single,4541.0,7744.0,1.0,Y,No,25.0,4.0,2.0,80.0,0,20.0,3.0,3.0,20.0,11.0,13.0,17.0,No
20.0,Travel_Rarely,654.0,Sales,21.0,3,Marketing,3.0,Male,43.0,4.0,1.0,Sales Representative,4.0,Single,2678.0,5050.0,1.0,Y,No,17.0,3.0,4.0,80.0,0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,No
46.0,Travel_Rarely,150.0,Research & Development,2.0,4,Technical Degree,4.0,Male,60.0,3.0,2.0,Manufacturing Director,4.0,Divorced,7379.0,17433.0,2.0,Y,No,11.0,3.0,3.0,80.0,1,12.0,3.0,2.0,6.0,3.0,1.0,4.0,No
42.0,Non-Travel,179.0,Human Resources,2.0,5,Medical,4.0,Male,79.0,4.0,2.0,Human Resources,1.0,Married,6272.0,12858.0,7.0,Y,No,16.0,3.0,1.0,80.0,1,10.0,3.0,4.0,4.0,3.0,0.0,3.0,No
60.0,Travel_Rarely,696.0,Sales,7.0,4,Marketing,2.0,Male,52.0,4.0,2.0,Sales Executive,4.0,Divorced,5220.0,10893.0,0.0,Y,Yes,18.0,3.0,2.0,80.0,1,12.0,3.0,3.0,11.0,7.0,1.0,9.0,No
32.0,Travel_Frequently,116.0,Research & Development,13.0,3,Other,3.0,Female,77.0,2.0,1.0,Laboratory Technician,2.0,Married,2743.0,7331.0,1.0,Y,No,20.0,4.0,3.0,80.0,1,2.0,2.0,3.0,2.0,2.0,2.0,2.0,No
32.0,Travel_Frequently,1316.0,Research & Development,2.0,2,Life Sciences,4.0,Female,38.0,3.0,2.0,Research Scientist,3.0,Single,4998.0,2338.0,4.0,Y,Yes,14.0,3.0,4.0,80.0,0,10.0,2.0,3.0,8.0,7.0,0.0,7.0,No
36.0,Travel_Rarely,363.0,Research & Development,1.0,3,Technical Degree,3.0,Female,77.0,1.0,3.0,Manufacturing Director,1.0,Divorced,10252.0,4235.0,2.0,Y,Yes,21.0,4.0,3.0,80.0,1,17.0,2.0,3.0,7.0,7.0,7.0,7.0,No
33.0,Travel_Rarely,117.0,Research & Development,9.0,3,Medical,1.0,Male,60.0,3.0,1.0,Research Scientist,4.0,Married,2781.0,6311.0,0.0,Y,No,13.0,3.0,2.0,80.0,1,15.0,5.0,3.0,14.0,10.0,4.0,10.0,No
40.0,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,2.0,Female,84.0,2.0,2.0,Sales Executive,2.0,Divorced,6852.0,11591.0,7.0,Y,No,12.0,3.0,2.0,80.0,1,7.0,2.0,4.0,5.0,1.0,1.0,3.0,No
25.0,Travel_Rarely,1356.0,Sales,10.0,4,Life Sciences,3.0,Male,57.0,3.0,2.0,Sales Executive,4.0,Single,4950.0,20623.0,0.0,Y,No,14.0,3.0,2.0,80.0,0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,No
30.0,Travel_Rarely,1465.0,Research & Development,1.0,3,Medical,4.0,Male,63.0,3.0,1.0,Research Scientist,2.0,Married,3579.0,9369.0,0.0,Y,Yes,21.0,4.0,1.0,80.0,1,12.0,2.0,3.0,11.0,9.0,5.0,7.0,No
42.0,Travel_Frequently,458.0,Research & Development,26.0,5,Medical,1.0,Female,60.0,3.0,3.0,Research Director,1.0,Married,13191.0,23281.0,3.0,Y,Yes,17.0,3.0,3.0,80.0,0,20.0,6.0,3.0,1.0,0.0,0.0,0.0,No
35.0,Non-Travel,1212.0,Sales,8.0,2,Marketing,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1,16.0,6.0,2.0,13.0,2.0,4.0,12.0,No
27.0,Travel_Rarely,1103.0,Research & Development,14.0,3,Life Sciences,1.0,Male,42.0,3.0,1.0,Research Scientist,1.0,Married,2235.0,14377.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,2,9.0,3.0,2.0,9.0,7.0,6.0,8.0,No
54.0,Travel_Frequently,966.0,Research & Development,1.0,4,Life Sciences,4.0,Female,53.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10502.0,9659.0,7.0,Y,No,17.0,3.0,1.0,80.0,1,33.0,2.0,1.0,5.0,4.0,1.0,4.0,No
44.0,Travel_Rarely,1117.0,Research & Development,2.0,1,Life Sciences,1.0,Female,72.0,4.0,1.0,Research Scientist,4.0,Married,2011.0,19982.0,1.0,Y,No,13.0,3.0,4.0,80.0,1,10.0,5.0,3.0,10.0,5.0,7.0,7.0,No
19.0,Non-Travel,504.0,Research & Development,10.0,3,Medical,1.0,Female,96.0,2.0,1.0,Research Scientist,2.0,Single,1859.0,6148.0,1.0,Y,Yes,25.0,4.0,2.0,80.0,0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,Yes
29.0,Travel_Rarely,1010.0,Research & Development,1.0,3,Life Sciences,1.0,Female,97.0,3.0,1.0,Research Scientist,4.0,Divorced,3760.0,5598.0,1.0,Y,No,15.0,3.0,1.0,80.0,3,3.0,5.0,3.0,3.0,2.0,1.0,2.0,No
54.0,Travel_Rarely,685.0,Research & Development,3.0,3,Life Sciences,4.0,Male,85.0,3.0,4.0,Research Director,4.0,Married,17779.0,23474.0,3.0,Y,No,14.0,3.0,1.0,80.0,0,36.0,2.0,3.0,10.0,9.0,0.0,9.0,No
31.0,Travel_Rarely,1332.0,Research & Development,11.0,2,Medical,3.0,Male,80.0,3.0,2.0,Healthcare Representative,1.0,Married,6833.0,17089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0,6.0,2.0,2.0,6.0,5.0,0.0,1.0,No
31.0,Travel_Rarely,1062.0,Research & Development,24.0,3,Medical,3.0,Female,96.0,2.0,2.0,Healthcare Representative,1.0,Single,6812.0,17198.0,1.0,Y,No,19.0,3.0,2.0,80.0,0,10.0,2.0,3.0,10.0,9.0,1.0,8.0,No
59.0,Travel_Rarely,326.0,Sales,3.0,3,Life Sciences,3.0,Female,48.0,2.0,2.0,Sales Executive,4.0,Single,5171.0,16490.0,5.0,Y,No,17.0,3.0,4.0,80.0,0,13.0,2.0,3.0,6.0,1.0,0.0,5.0,No
43.0,Travel_Rarely,920.0,Research & Development,3.0,3,Life Sciences,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,18625.0,3.0,Y,No,14.0,3.0,2.0,80.0,1,25.0,2.0,3.0,8.0,7.0,0.0,7.0,No
49.0,Travel_Rarely,1098.0,Research & Development,4.0,2,Medical,1.0,Male,85.0,2.0,5.0,Manager,3.0,Married,18711.0,12124.0,2.0,Y,No,13.0,3.0,3.0,80.0,1,23.0,2.0,4.0,1.0,0.0,0.0,0.0,No
36.0,Travel_Frequently,469.0,Research & Development,3.0,3,Technical Degree,3.0,Male,46.0,3.0,1.0,Research Scientist,2.0,Married,3692.0,9256.0,1.0,Y,No,12.0,3.0,3.0,80.0,0,12.0,2.0,2.0,11.0,10.0,0.0,7.0,No
48.0,Travel_Rarely,969.0,Research & Development,2.0,2,Technical Degree,4.0,Male,76.0,4.0,1.0,Laboratory Technician,2.0,Single,2559.0,16620.0,5.0,Y,No,11.0,3.0,3.0,80.0,0,7.0,4.0,2.0,1.0,0.0,0.0,0.0,No
27.0,Travel_Rarely,1167.0,Research & Development,4.0,2,Life Sciences,1.0,Male,76.0,3.0,1.0,Research Scientist,3.0,Divorced,2517.0,3208.0,1.0,Y,No,11.0,3.0,2.0,80.0,3,5.0,2.0,3.0,5.0,3.0,0.0,3.0,No
29.0,Travel_Rarely,1329.0,Research & Development,7.0,3,Life Sciences,3.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,6623.0,4204.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,2,6.0,2.0,3.0,6.0,0.0,1.0,0.0,No
48.0,Travel_Rarely,715.0,Research & Development,1.0,3,Life Sciences,4.0,Male,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,8733.0,6.0,Y,No,12.0,3.0,3.0,80.0,0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,No
29.0,Travel_Rarely,694.0,Research & Development,1.0,3,Life Sciences,4.0,Female,87.0,2.0,4.0,Research Director,4.0,Divorced,16124.0,3423.0,3.0,Y,No,14.0,3.0,2.0,80.0,2,9.0,2.0,2.0,7.0,7.0,1.0,7.0,No
34.0,Travel_Rarely,1320.0,Research & Development,20.0,3,Technical Degree,3.0,Female,89.0,4.0,1.0,Research Scientist,3.0,Married,2585.0,21643.0,0.0,Y,No,17.0,3.0,4.0,80.0,0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,No
